t,y1,y2
8.852,1.98665,4.45818
8.853,1.98669,4.4578
8.854,1.98673,4.45743
8.855,1.98676,4.45706
8.856,1.9868,4.45669
8.857,1.98683,4.45631
8.858,1.98687,4.45594
8.859,1.98691,4.45557
8.86,1.98694,4.45519
8.861,1.98698,4.45482
8.862,1.98701,4.45444
8.863,1.98705,4.45407
8.864,1.98708,4.4537
8.865,1.98712,4.45332
8.866,1.98716,4.45295
8.867,1.98719,4.45257
8.868,1.98723,4.4522
8.869,1.98726,4.45182
8.87,1.9873,4.45145
8.871,1.98733,4.45107
8.872,1.98737,4.4507
8.873,1.98741,4.45032
8.874,1.98744,4.44995
8.875,1.98748,4.44957
8.876,1.98751,4.4492
8.877,1.98755,4.44882
8.878,1.98758,4.44845
8.879,1.98762,4.44807
8.88,1.98765,4.44769
8.881,1.98769,4.44732
8.882,1.98772,4.44694
8.883,1.98776,4.44656
8.884,1.98779,4.44619
8.885,1.98783,4.44581
8.886,1.98787,4.44543
8.887,1.9879,4.44506
8.888,1.98794,4.44468
8.889,1.98797,4.4443
8.89,1.98801,4.44393
8.891,1.98804,4.44355
8.892,1.98808,4.44317
8.893,1.98811,4.44279
8.894,1.98815,4.44242
8.895,1.98818,4.44204
8.896,1.98822,4.44166
8.897,1.98825,4.44128
8.898,1.98829,4.4409
8.899,1.98832,4.44052
8.9,1.98836,4.44015
8.901,1.98839,4.43977
8.902,1.98843,4.43939
8.903,1.98846,4.43901
8.904,1.9885,4.43863
8.905,1.98853,4.43825
8.906,1.98857,4.43787
8.907,1.9886,4.43749
8.908,1.98864,4.43711
8.909,1.98867,4.43673
8.91,1.9887,4.43635
8.911,1.98874,4.43598
8.912,1.98877,4.4356
8.913,1.98881,4.43522
8.914,1.98884,4.43484
8.915,1.98888,4.43445
8.916,1.98891,4.43407
8.917,1.98895,4.43369
8.918,1.98898,4.43331
8.919,1.98902,4.43293
8.92,1.98905,4.43255
8.921,1.98908,4.43217
8.922,1.98912,4.43179
8.923,1.98915,4.43141
8.924,1.98919,4.43103
8.925,1.98922,4.43065
8.926,1.98926,4.43026
8.927,1.98929,4.42988
8.928,1.98933,4.4295
8.929,1.98936,4.42912
8.93,1.98939,4.42874
8.931,1.98943,4.42835
8.932,1.98946,4.42797
8.933,1.9895,4.42759
8.934,1.98953,4.42721
8.935,1.98956,4.42682
8.936,1.9896,4.42644
8.937,1.98963,4.42606
8.938,1.98967,4.42568
8.939,1.9897,4.42529
8.94,1.98973,4.42491
8.941,1.98977,4.42453
8.942,1.9898,4.42414
8.943,1.98984,4.42376
8.944,1.98987,4.42337
8.945,1.9899,4.42299
8.946,1.98994,4.42261
8.947,1.98997,4.42222
8.948,1.99001,4.42184
8.949,1.99004,4.42145
8.95,1.99007,4.42107
8.951,1.99011,4.42069
8.952,1.99014,4.4203
8.953,1.99017,4.41992
8.954,1.99021,4.41953
8.955,1.99024,4.41915
8.956,1.99028,4.41876
8.957,1.99031,4.41838
8.958,1.99034,4.41799
8.959,1.99038,4.41761
8.96,1.99041,4.41722
8.961,1.99044,4.41683
8.962,1.99048,4.41645
8.963,1.99051,4.41606
8.964,1.99054,4.41568
8.965,1.99058,4.41529
8.966,1.99061,4.4149
8.967,1.99064,4.41452
8.968,1.99068,4.41413
8.969,1.99071,4.41374
8.97,1.99074,4.41336
8.971,1.99078,4.41297
8.972,1.99081,4.41258
8.973,1.99084,4.4122
8.974,1.99088,4.41181
8.975,1.99091,4.41142
8.976,1.99094,4.41103
8.977,1.99098,4.41065
8.978,1.99101,4.41026
8.979,1.99104,4.40987
8.98,1.99108,4.40948
8.981,1.99111,4.4091
8.982,1.99114,4.40871
8.983,1.99117,4.40832
8.984,1.99121,4.40793
8.985,1.99124,4.40754
8.986,1.99127,4.40715
8.987,1.99131,4.40676
8.988,1.99134,4.40638
8.989,1.99137,4.40599
8.99,1.9914,4.4056
8.991,1.99144,4.40521
8.992,1.99147,4.40482
8.993,1.9915,4.40443
8.994,1.99154,4.40404
8.995,1.99157,4.40365
8.996,1.9916,4.40326
8.997,1.99163,4.40287
8.998,1.99167,4.40248
8.999,1.9917,4.40209
9,1.99173,4.4017
9.001,1.99176,4.40131
9.002,1.9918,4.40092
9.003,1.99183,4.40053
9.004,1.99186,4.40014
9.005,1.99189,4.39975
9.006,1.99193,4.39936
9.007,1.99196,4.39897
9.008,1.99199,4.39857
9.009,1.99202,4.39818
9.01,1.99206,4.39779
9.011,1.99209,4.3974
9.012,1.99212,4.39701
9.013,1.99215,4.39662
9.014,1.99218,4.39623
9.015,1.99222,4.39583
9.016,1.99225,4.39544
9.017,1.99228,4.39505
9.018,1.99231,4.39466
9.019,1.99234,4.39426
9.02,1.99238,4.39387
9.021,1.99241,4.39348
9.022,1.99244,4.39309
9.023,1.99247,4.39269
9.024,1.99251,4.3923
9.025,1.99254,4.39191
9.026,1.99257,4.39151
9.027,1.9926,4.39112
9.028,1.99263,4.39073
9.029,1.99266,4.39033
9.03,1.9927,4.38994
9.031,1.99273,4.38955
9.032,1.99276,4.38915
9.033,1.99279,4.38876
9.034,1.99282,4.38837
9.035,1.99286,4.38797
9.036,1.99289,4.38758
9.037,1.99292,4.38718
9.038,1.99295,4.38679
9.039,1.99298,4.38639
9.04,1.99301,4.386
9.041,1.99305,4.3856
9.042,1.99308,4.38521
9.043,1.99311,4.38481
9.044,1.99314,4.38442
9.045,1.99317,4.38402
9.046,1.9932,4.38363
9.047,1.99323,4.38323
9.048,1.99327,4.38284
9.049,1.9933,4.38244
9.05,1.99333,4.38204
9.051,1.99336,4.38165
9.052,1.99339,4.38125
9.053,1.99342,4.38086
9.054,1.99345,4.38046
9.055,1.99348,4.38006
9.056,1.99352,4.37967
9.057,1.99355,4.37927
9.058,1.99358,4.37887
9.059,1.99361,4.37848
9.06,1.99364,4.37808
9.061,1.99367,4.37768
9.062,1.9937,4.37729
9.063,1.99373,4.37689
9.064,1.99376,4.37649
9.065,1.9938,4.37609
9.066,1.99383,4.3757
9.067,1.99386,4.3753
9.068,1.99389,4.3749
9.069,1.99392,4.3745
9.07,1.99395,4.3741
9.071,1.99398,4.3737
9.072,1.99401,4.37331
9.073,1.99404,4.37291
9.074,1.99407,4.37251
9.075,1.9941,4.37211
9.076,1.99413,4.37171
9.077,1.99417,4.37131
9.078,1.9942,4.37091
9.079,1.99423,4.37052
9.08,1.99426,4.37012
9.081,1.99429,4.36972
9.082,1.99432,4.36932
9.083,1.99435,4.36892
9.084,1.99438,4.36852
9.085,1.99441,4.36812
9.086,1.99444,4.36772
9.087,1.99447,4.36732
9.088,1.9945,4.36692
9.089,1.99453,4.36652
9.09,1.99456,4.36612
9.091,1.99459,4.36572
9.092,1.99462,4.36532
9.093,1.99465,4.36492
9.094,1.99468,4.36452
9.095,1.99471,4.36411
9.096,1.99474,4.36371
9.097,1.99477,4.36331
9.098,1.9948,4.36291
9.099,1.99483,4.36251
9.1,1.99486,4.36211
9.101,1.99489,4.36171
9.102,1.99492,4.36131
9.103,1.99495,4.3609
9.104,1.99498,4.3605
9.105,1.99501,4.3601
9.106,1.99504,4.3597
9.107,1.99507,4.3593
9.108,1.9951,4.35889
9.109,1.99513,4.35849
9.11,1.99516,4.35809
9.111,1.99519,4.35769
9.112,1.99522,4.35728
9.113,1.99525,4.35688
9.114,1.99528,4.35648
9.115,1.99531,4.35607
9.116,1.99534,4.35567
9.117,1.99537,4.35527
9.118,1.9954,4.35486
9.119,1.99543,4.35446
9.12,1.99546,4.35406
9.121,1.99549,4.35365
9.122,1.99552,4.35325
9.123,1.99555,4.35285
9.124,1.99558,4.35244
9.125,1.99561,4.35204
9.126,1.99564,4.35163
9.127,1.99567,4.35123
9.128,1.9957,4.35082
9.129,1.99573,4.35042
9.13,1.99576,4.35001
9.131,1.99579,4.34961
9.132,1.99581,4.3492
9.133,1.99584,4.3488
9.134,1.99587,4.34839
9.135,1.9959,4.34799
9.136,1.99593,4.34758
9.137,1.99596,4.34718
9.138,1.99599,4.34677
9.139,1.99602,4.34637
9.14,1.99605,4.34596
9.141,1.99608,4.34556
9.142,1.99611,4.34515
9.143,1.99614,4.34474
9.144,1.99616,4.34434
9.145,1.99619,4.34393
9.146,1.99622,4.34353
9.147,1.99625,4.34312
9.148,1.99628,4.34271
9.149,1.99631,4.34231
9.15,1.99634,4.3419
9.151,1.99637,4.34149
9.152,1.9964,4.34108
9.153,1.99642,4.34068
9.154,1.99645,4.34027
9.155,1.99648,4.33986
9.156,1.99651,4.33946
9.157,1.99654,4.33905
9.158,1.99657,4.33864
9.159,1.9966,4.33823
9.16,1.99662,4.33782
9.161,1.99665,4.33742
9.162,1.99668,4.33701
9.163,1.99671,4.3366
9.164,1.99674,4.33619
9.165,1.99677,4.33578
9.166,1.9968,4.33537
9.167,1.99682,4.33497
9.168,1.99685,4.33456
9.169,1.99688,4.33415
9.17,1.99691,4.33374
9.171,1.99694,4.33333
9.172,1.99697,4.33292
9.173,1.99699,4.33251
9.174,1.99702,4.3321
9.175,1.99705,4.33169
9.176,1.99708,4.33128
9.177,1.99711,4.33087
9.178,1.99714,4.33046
9.179,1.99716,4.33005
9.18,1.99719,4.32964
9.181,1.99722,4.32923
9.182,1.99725,4.32882
9.183,1.99728,4.32841
9.184,1.9973,4.328
9.185,1.99733,4.32759
9.186,1.99736,4.32718
9.187,1.99739,4.32677
9.188,1.99742,4.32636
9.189,1.99744,4.32595
9.19,1.99747,4.32554
9.191,1.9975,4.32513
9.192,1.99753,4.32472
9.193,1.99756,4.3243
9.194,1.99758,4.32389
9.195,1.99761,4.32348
9.196,1.99764,4.32307
9.197,1.99767,4.32266
9.198,1.99769,4.32225
9.199,1.99772,4.32183
9.2,1.99775,4.32142
9.201,1.99778,4.32101
9.202,1.9978,4.3206
9.203,1.99783,4.32018
9.204,1.99786,4.31977
9.205,1.99789,4.31936
9.206,1.99791,4.31895
9.207,1.99794,4.31853
9.208,1.99797,4.31812
9.209,1.998,4.31771
9.21,1.99802,4.31729
9.211,1.99805,4.31688
9.212,1.99808,4.31647
9.213,1.99811,4.31605
9.214,1.99813,4.31564
9.215,1.99816,4.31523
9.216,1.99819,4.31481
9.217,1.99821,4.3144
9.218,1.99824,4.31399
9.219,1.99827,4.31357
9.22,1.9983,4.31316
9.221,1.99832,4.31274
9.222,1.99835,4.31233
9.223,1.99838,4.31191
9.224,1.9984,4.3115
9.225,1.99843,4.31108
9.226,1.99846,4.31067
9.227,1.99848,4.31026
9.228,1.99851,4.30984
9.229,1.99854,4.30942
9.23,1.99857,4.30901
9.231,1.99859,4.30859
9.232,1.99862,4.30818
9.233,1.99865,4.30776
9.234,1.99867,4.30735
9.235,1.9987,4.30693
9.236,1.99873,4.30652
9.237,1.99875,4.3061
9.238,1.99878,4.30568
9.239,1.99881,4.30527
9.24,1.99883,4.30485
9.241,1.99886,4.30444
9.242,1.99889,4.30402
9.243,1.99891,4.3036
9.244,1.99894,4.30319
9.245,1.99896,4.30277
9.246,1.99899,4.30235
9.247,1.99902,4.30194
9.248,1.99904,4.30152
9.249,1.99907,4.3011
9.25,1.9991,4.30068
9.251,1.99912,4.30027
9.252,1.99915,4.29985
9.253,1.99918,4.29943
9.254,1.9992,4.29901
9.255,1.99923,4.2986
9.256,1.99925,4.29818
9.257,1.99928,4.29776
9.258,1.99931,4.29734
9.259,1.99933,4.29692
9.26,1.99936,4.29651
9.261,1.99938,4.29609
9.262,1.99941,4.29567
9.263,1.99944,4.29525
9.264,1.99946,4.29483
9.265,1.99949,4.29441
9.266,1.99951,4.29399
9.267,1.99954,4.29357
9.268,1.99957,4.29316
9.269,1.99959,4.29274
9.27,1.99962,4.29232
9.271,1.99964,4.2919
9.272,1.99967,4.29148
9.273,1.9997,4.29106
9.274,1.99972,4.29064
9.275,1.99975,4.29022
9.276,1.99977,4.2898
9.277,1.9998,4.28938
9.278,1.99982,4.28896
9.279,1.99985,4.28854
9.28,1.99988,4.28812
9.281,1.9999,4.2877
9.282,1.99993,4.28728
9.283,1.99995,4.28686
9.284,1.99998,4.28644
9.285,2,4.28602
9.286,2.00003,4.2856
9.287,2.00005,4.28517
9.288,2.00008,4.28475
9.289,2.0001,4.28433
9.29,2.00013,4.28391
9.291,2.00015,4.28349
9.292,2.00018,4.28307
9.293,2.00021,4.28265
9.294,2.00023,4.28222
9.295,2.00026,4.2818
9.296,2.00028,4.28138
9.297,2.00031,4.28096
9.298,2.00033,4.28054
9.299,2.00036,4.28011
9.3,2.00038,4.27969
9.301,2.00041,4.27927
9.302,2.00043,4.27885
9.303,2.00046,4.27842
9.304,2.00048,4.278
9.305,2.00051,4.27758
9.306,2.00053,4.27716
9.307,2.00056,4.27673
9.308,2.00058,4.27631
9.309,2.00061,4.27589
9.31,2.00063,4.27546
9.311,2.00066,4.27504
9.312,2.00068,4.27462
9.313,2.00071,4.27419
9.314,2.00073,4.27377
9.315,2.00075,4.27335
9.316,2.00078,4.27292
9.317,2.0008,4.2725
9.318,2.00083,4.27207
9.319,2.00085,4.27165
9.32,2.00088,4.27123
9.321,2.0009,4.2708
9.322,2.00093,4.27038
9.323,2.00095,4.26995
9.324,2.00098,4.26953
9.325,2.001,4.2691
9.326,2.00102,4.26868
9.327,2.00105,4.26825
9.328,2.00107,4.26783
9.329,2.0011,4.2674
9.33,2.00112,4.26698
9.331,2.00115,4.26655
9.332,2.00117,4.26613
9.333,2.00119,4.2657
9.334,2.00122,4.26528
9.335,2.00124,4.26485
9.336,2.00127,4.26442
9.337,2.00129,4.264
9.338,2.00132,4.26357
9.339,2.00134,4.26315
9.34,2.00136,4.26272
9.341,2.00139,4.26229
9.342,2.00141,4.26187
9.343,2.00144,4.26144
9.344,2.00146,4.26101
9.345,2.00148,4.26059
9.346,2.00151,4.26016
9.347,2.00153,4.25973
9.348,2.00156,4.25931
9.349,2.00158,4.25888
9.35,2.0016,4.25845
9.351,2.00163,4.25803
9.352,2.00165,4.2576
9.353,2.00167,4.25717
9.354,2.0017,4.25674
9.355,2.00172,4.25632
9.356,2.00175,4.25589
9.357,2.00177,4.25546
9.358,2.00179,4.25503
9.359,2.00182,4.2546
9.36,2.00184,4.25418
9.361,2.00186,4.25375
9.362,2.00189,4.25332
9.363,2.00191,4.25289
9.364,2.00193,4.25246
9.365,2.00196,4.25203
9.366,2.00198,4.2516
9.367,2.002,4.25118
9.368,2.00203,4.25075
9.369,2.00205,4.25032
9.37,2.00207,4.24989
9.371,2.0021,4.24946
9.372,2.00212,4.24903
9.373,2.00214,4.2486
9.374,2.00217,4.24817
9.375,2.00219,4.24774
9.376,2.00221,4.24731
9.377,2.00224,4.24688
9.378,2.00226,4.24645
9.379,2.00228,4.24602
9.38,2.00231,4.24559
9.381,2.00233,4.24516
9.382,2.00235,4.24473
9.383,2.00237,4.2443
9.384,2.0024,4.24387
9.385,2.00242,4.24344
9.386,2.00244,4.24301
9.387,2.00247,4.24258
9.388,2.00249,4.24215
9.389,2.00251,4.24172
9.39,2.00253,4.24129
9.391,2.00256,4.24086
9.392,2.00258,4.24042
9.393,2.0026,4.23999
9.394,2.00263,4.23956
9.395,2.00265,4.23913
9.396,2.00267,4.2387
9.397,2.00269,4.23827
9.398,2.00272,4.23784
9.399,2.00274,4.2374
9.4,2.00276,4.23697
9.401,2.00278,4.23654
9.402,2.00281,4.23611
9.403,2.00283,4.23568
9.404,2.00285,4.23524
9.405,2.00287,4.23481
9.406,2.0029,4.23438
9.407,2.00292,4.23395
9.408,2.00294,4.23351
9.409,2.00296,4.23308
9.41,2.00298,4.23265
9.411,2.00301,4.23221
9.412,2.00303,4.23178
9.413,2.00305,4.23135
9.414,2.00307,4.23091
9.415,2.0031,4.23048
9.416,2.00312,4.23005
9.417,2.00314,4.22961
9.418,2.00316,4.22918
9.419,2.00318,4.22875
9.42,2.00321,4.22831
9.421,2.00323,4.22788
9.422,2.00325,4.22745
9.423,2.00327,4.22701
9.424,2.00329,4.22658
9.425,2.00332,4.22614
9.426,2.00334,4.22571
9.427,2.00336,4.22527
9.428,2.00338,4.22484
9.429,2.0034,4.2244
9.43,2.00343,4.22397
9.431,2.00345,4.22353
9.432,2.00347,4.2231
9.433,2.00349,4.22266
9.434,2.00351,4.22223
9.435,2.00353,4.22179
9.436,2.00356,4.22136
9.437,2.00358,4.22092
9.438,2.0036,4.22049
9.439,2.00362,4.22005
9.44,2.00364,4.21962
9.441,2.00366,4.21918
9.442,2.00368,4.21875
9.443,2.00371,4.21831
9.444,2.00373,4.21787
9.445,2.00375,4.21744
9.446,2.00377,4.217
9.447,2.00379,4.21656
9.448,2.00381,4.21613
9.449,2.00383,4.21569
9.45,2.00386,4.21526
9.451,2.00388,4.21482
9.452,2.0039,4.21438
9.453,2.00392,4.21395
9.454,2.00394,4.21351
9.455,2.00396,4.21307
9.456,2.00398,4.21263
9.457,2.004,4.2122
9.458,2.00403,4.21176
9.459,2.00405,4.21132
9.46,2.00407,4.21088
9.461,2.00409,4.21045
9.462,2.00411,4.21001
9.463,2.00413,4.20957
9.464,2.00415,4.20913
9.465,2.00417,4.2087
9.466,2.00419,4.20826
9.467,2.00421,4.20782
9.468,2.00423,4.20738
9.469,2.00426,4.20694
9.47,2.00428,4.2065
9.471,2.0043,4.20607
9.472,2.00432,4.20563
9.473,2.00434,4.20519
9.474,2.00436,4.20475
9.475,2.00438,4.20431
9.476,2.0044,4.20387
9.477,2.00442,4.20343
9.478,2.00444,4.20299
9.479,2.00446,4.20255
9.48,2.00448,4.20212
9.481,2.0045,4.20168
9.482,2.00452,4.20124
9.483,2.00454,4.2008
9.484,2.00456,4.20036
9.485,2.00459,4.19992
9.486,2.00461,4.19948
9.487,2.00463,4.19904
9.488,2.00465,4.1986
9.489,2.00467,4.19816
9.49,2.00469,4.19772
9.491,2.00471,4.19728
9.492,2.00473,4.19684
9.493,2.00475,4.1964
9.494,2.00477,4.19596
9.495,2.00479,4.19551
9.496,2.00481,4.19507
9.497,2.00483,4.19463
9.498,2.00485,4.19419
9.499,2.00487,4.19375
9.5,2.00489,4.19331
9.501,2.00491,4.19287
9.502,2.00493,4.19243
9.503,2.00495,4.19199
9.504,2.00497,4.19154
9.505,2.00499,4.1911
9.506,2.00501,4.19066
9.507,2.00503,4.19022
9.508,2.00505,4.18978
9.509,2.00507,4.18934
9.51,2.00509,4.18889
9.511,2.00511,4.18845
9.512,2.00513,4.18801
9.513,2.00515,4.18757
9.514,2.00517,4.18713
9.515,2.00519,4.18668
9.516,2.00521,4.18624
9.517,2.00523,4.1858
9.518,2.00524,4.18536
9.519,2.00526,4.18491
9.52,2.00528,4.18447
9.521,2.0053,4.18403
9.522,2.00532,4.18358
9.523,2.00534,4.18314
9.524,2.00536,4.1827
9.525,2.00538,4.18225
9.526,2.0054,4.18181
9.527,2.00542,4.18137
9.528,2.00544,4.18092
9.529,2.00546,4.18048
9.53,2.00548,4.18004
9.531,2.0055,4.17959
9.532,2.00552,4.17915
9.533,2.00554,4.1787
9.534,2.00555,4.17826
9.535,2.00557,4.17782
9.536,2.00559,4.17737
9.537,2.00561,4.17693
9.538,2.00563,4.17648
9.539,2.00565,4.17604
9.54,2.00567,4.17559
9.541,2.00569,4.17515
9.542,2.00571,4.1747
9.543,2.00573,4.17426
9.544,2.00575,4.17381
9.545,2.00576,4.17337
9.546,2.00578,4.17292
9.547,2.0058,4.17248
9.548,2.00582,4.17203
9.549,2.00584,4.17159
9.55,2.00586,4.17114
9.551,2.00588,4.1707
9.552,2.0059,4.17025
9.553,2.00591,4.16981
9.554,2.00593,4.16936
9.555,2.00595,4.16891
9.556,2.00597,4.16847
9.557,2.00599,4.16802
9.558,2.00601,4.16758
9.559,2.00603,4.16713
9.56,2.00605,4.16668
9.561,2.00606,4.16624
9.562,2.00608,4.16579
9.563,2.0061,4.16534
9.564,2.00612,4.1649
9.565,2.00614,4.16445
9.566,2.00616,4.164
9.567,2.00617,4.16356
9.568,2.00619,4.16311
9.569,2.00621,4.16266
9.57,2.00623,4.16221
9.571,2.00625,4.16177
9.572,2.00627,4.16132
9.573,2.00628,4.16087
9.574,2.0063,4.16042
9.575,2.00632,4.15998
9.576,2.00634,4.15953
9.577,2.00636,4.15908
9.578,2.00638,4.15863
9.579,2.00639,4.15819
9.58,2.00641,4.15774
9.581,2.00643,4.15729
9.582,2.00645,4.15684
9.583,2.00647,4.15639
9.584,2.00648,4.15594
9.585,2.0065,4.1555
9.586,2.00652,4.15505
9.587,2.00654,4.1546
9.588,2.00656,4.15415
9.589,2.00657,4.1537
9.59,2.00659,4.15325
9.591,2.00661,4.1528
9.592,2.00663,4.15235
9.593,2.00664,4.1519
9.594,2.00666,4.15146
9.595,2.00668,4.15101
9.596,2.0067,4.15056
9.597,2.00671,4.15011
9.598,2.00673,4.14966
9.599,2.00675,4.14921
9.6,2.00677,4.14876
9.601,2.00679,4.14831
9.602,2.0068,4.14786
9.603,2.00682,4.14741
9.604,2.00684,4.14696
9.605,2.00686,4.14651
9.606,2.00687,4.14606
9.607,2.00689,4.14561
9.608,2.00691,4.14516
9.609,2.00692,4.14471
9.61,2.00694,4.14426
9.611,2.00696,4.14381
9.612,2.00698,4.14335
9.613,2.00699,4.1429
9.614,2.00701,4.14245
9.615,2.00703,4.142
9.616,2.00705,4.14155
9.617,2.00706,4.1411
9.618,2.00708,4.14065
9.619,2.0071,4.1402
9.62,2.00711,4.13975
9.621,2.00713,4.13929
9.622,2.00715,4.13884
9.623,2.00717,4.13839
9.624,2.00718,4.13794
9.625,2.0072,4.13749
9.626,2.00722,4.13703
9.627,2.00723,4.13658
9.628,2.00725,4.13613
9.629,2.00727,4.13568
9.63,2.00728,4.13523
9.631,2.0073,4.13477
9.632,2.00732,4.13432
9.633,2.00733,4.13387
9.634,2.00735,4.13342
9.635,2.00737,4.13296
9.636,2.00738,4.13251
9.637,2.0074,4.13206
9.638,2.00742,4.13161
9.639,2.00743,4.13115
9.64,2.00745,4.1307
9.641,2.00747,4.13025
9.642,2.00748,4.12979
9.643,2.0075,4.12934
9.644,2.00752,4.12889
9.645,2.00753,4.12843
9.646,2.00755,4.12798
9.647,2.00757,4.12753
9.648,2.00758,4.12707
9.649,2.0076,4.12662
9.65,2.00762,4.12616
9.651,2.00763,4.12571
9.652,2.00765,4.12526
9.653,2.00766,4.1248
9.654,2.00768,4.12435
9.655,2.0077,4.12389
9.656,2.00771,4.12344
9.657,2.00773,4.12298
9.658,2.00775,4.12253
9.659,2.00776,4.12207
9.66,2.00778,4.12162
9.661,2.00779,4.12117
9.662,2.00781,4.12071
9.663,2.00783,4.12026
9.664,2.00784,4.1198
9.665,2.00786,4.11935
9.666,2.00787,4.11889
9.667,2.00789,4.11843
9.668,2.00791,4.11798
9.669,2.00792,4.11752
9.67,2.00794,4.11707
9.671,2.00795,4.11661
9.672,2.00797,4.11616
9.673,2.00799,4.1157
9.674,2.008,4.11525
9.675,2.00802,4.11479
9.676,2.00803,4.11433
9.677,2.00805,4.11388
9.678,2.00806,4.11342
9.679,2.00808,4.11296
9.68,2.0081,4.11251
9.681,2.00811,4.11205
9.682,2.00813,4.1116
9.683,2.00814,4.11114
9.684,2.00816,4.11068
9.685,2.00817,4.11023
9.686,2.00819,4.10977
9.687,2.0082,4.10931
9.688,2.00822,4.10885
9.689,2.00824,4.1084
9.69,2.00825,4.10794
9.691,2.00827,4.10748
9.692,2.00828,4.10703
9.693,2.0083,4.10657
9.694,2.00831,4.10611
9.695,2.00833,4.10565
9.696,2.00834,4.1052
9.697,2.00836,4.10474
9.698,2.00837,4.10428
9.699,2.00839,4.10382
9.7,2.0084,4.10336
9.701,2.00842,4.10291
9.702,2.00843,4.10245
9.703,2.00845,4.10199
9.704,2.00846,4.10153
9.705,2.00848,4.10107
9.706,2.00849,4.10062
9.707,2.00851,4.10016
9.708,2.00852,4.0997
9.709,2.00854,4.09924
9.71,2.00855,4.09878
9.711,2.00857,4.09832
9.712,2.00858,4.09786
9.713,2.0086,4.0974
9.714,2.00861,4.09695
9.715,2.00863,4.09649
9.716,2.00864,4.09603
9.717,2.00866,4.09557
9.718,2.00867,4.09511
9.719,2.00869,4.09465
9.72,2.0087,4.09419
9.721,2.00872,4.09373
9.722,2.00873,4.09327
9.723,2.00875,4.09281
9.724,2.00876,4.09235
9.725,2.00878,4.09189
9.726,2.00879,4.09143
9.727,2.00881,4.09097
9.728,2.00882,4.09051
9.729,2.00883,4.09005
9.73,2.00885,4.08959
9.731,2.00886,4.08913
9.732,2.00888,4.08867
9.733,2.00889,4.08821
9.734,2.00891,4.08775
9.735,2.00892,4.08729
9.736,2.00894,4.08683
9.737,2.00895,4.08637
9.738,2.00896,4.0859
9.739,2.00898,4.08544
9.74,2.00899,4.08498
9.741,2.00901,4.08452
9.742,2.00902,4.08406
9.743,2.00904,4.0836
9.744,2.00905,4.08314
9.745,2.00906,4.08268
9.746,2.00908,4.08221
9.747,2.00909,4.08175
9.748,2.00911,4.08129
9.749,2.00912,4.08083
9.75,2.00913,4.08037
9.751,2.00915,4.07991
9.752,2.00916,4.07944
9.753,2.00918,4.07898
9.754,2.00919,4.07852
9.755,2.0092,4.07806
9.756,2.00922,4.07759
9.757,2.00923,4.07713
9.758,2.00925,4.07667
9.759,2.00926,4.07621
9.76,2.00927,4.07575
9.761,2.00929,4.07528
9.762,2.0093,4.07482
9.763,2.00931,4.07436
9.764,2.00933,4.07389
9.765,2.00934,4.07343
9.766,2.00936,4.07297
9.767,2.00937,4.0725
9.768,2.00938,4.07204
9.769,2.0094,4.07158
9.77,2.00941,4.07111
9.771,2.00942,4.07065
9.772,2.00944,4.07019
9.773,2.00945,4.06972
9.774,2.00946,4.06926
9.775,2.00948,4.0688
9.776,2.00949,4.06833
9.777,2.0095,4.06787
9.778,2.00952,4.0674
9.779,2.00953,4.06694
9.78,2.00954,4.06648
9.781,2.00956,4.06601
9.782,2.00957,4.06555
9.783,2.00958,4.06508
9.784,2.0096,4.06462
9.785,2.00961,4.06416
9.786,2.00962,4.06369
9.787,2.00964,4.06323
9.788,2.00965,4.06276
9.789,2.00966,4.0623
9.79,2.00968,4.06183
9.791,2.00969,4.06137
9.792,2.0097,4.0609
9.793,2.00972,4.06044
9.794,2.00973,4.05997
9.795,2.00974,4.05951
9.796,2.00975,4.05904
9.797,2.00977,4.05858
9.798,2.00978,4.05811
9.799,2.00979,4.05764
9.8,2.00981,4.05718
9.801,2.00982,4.05671
9.802,2.00983,4.05625
9.803,2.00984,4.05578
9.804,2.00986,4.05532
9.805,2.00987,4.05485
9.806,2.00988,4.05438
9.807,2.0099,4.05392
9.808,2.00991,4.05345
9.809,2.00992,4.05298
9.81,2.00993,4.05252
9.811,2.00995,4.05205
9.812,2.00996,4.05159
9.813,2.00997,4.05112
9.814,2.00998,4.05065
9.815,2.01,4.05019
9.816,2.01001,4.04972
9.817,2.01002,4.04925
9.818,2.01003,4.04878
9.819,2.01005,4.04832
9.82,2.01006,4.04785
9.821,2.01007,4.04738
9.822,2.01008,4.04692
9.823,2.0101,4.04645
9.824,2.01011,4.04598
9.825,2.01012,4.04551
9.826,2.01013,4.04505
9.827,2.01015,4.04458
9.828,2.01016,4.04411
9.829,2.01017,4.04364
9.83,2.01018,4.04318
9.831,2.01019,4.04271
9.832,2.01021,4.04224
9.833,2.01022,4.04177
9.834,2.01023,4.0413
9.835,2.01024,4.04083
9.836,2.01025,4.04037
9.837,2.01027,4.0399
9.838,2.01028,4.03943
9.839,2.01029,4.03896
9.84,2.0103,4.03849
9.841,2.01031,4.03802
9.842,2.01033,4.03756
9.843,2.01034,4.03709
9.844,2.01035,4.03662
9.845,2.01036,4.03615
9.846,2.01037,4.03568
9.847,2.01039,4.03521
9.848,2.0104,4.03474
9.849,2.01041,4.03427
9.85,2.01042,4.0338
9.851,2.01043,4.03333
